PERIOD,RPSFuelEnergyGWh,RPSNonFuelEnergyGWh,TotalGenerationInPeriodGWh,RPSGenFraction,TotalSalesInPeriodGWh,RPSSalesFraction
2030,0,683.336,713.295,0.958,562883,1.21399
