PERIOD,RPSFuelEnergyGWh,RPSNonFuelEnergyGWh,TotalGenerationInPeriodGWh,RPSGenFraction,TotalSalesInPeriodGWh,RPSSalesFraction
2030,0,499.969,581.099,0.860384,562883,0.888228
