STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,ChargeStorage
Battery_Utility_4h,3347,0.0
Battery_Utility_4h,3348,0.0
Battery_Utility_4h,3349,0.0
Battery_Utility_4h,3350,0.0
Battery_Utility_4h,3351,0.0
Battery_Utility_4h,3352,0.0
Battery_Utility_4h,3353,0.0
Battery_Utility_4h,3354,0.0
Battery_Utility_4h,3355,0.0
Battery_Utility_4h,3356,0.0
Battery_Utility_4h,3357,0.0
Battery_Utility_4h,3358,0.0
Battery_Utility_4h,3359,0.0
Battery_Utility_4h,3360,0.0
Battery_Utility_4h,3361,0.0
Battery_Utility_4h,3362,0.0
Battery_Utility_4h,3363,0.0
Battery_Utility_4h,3364,0.0
Battery_Utility_4h,3365,0.0
Battery_Utility_4h,3366,0.0
Battery_Utility_4h,3367,0.0
Battery_Utility_4h,3368,0.0
Battery_Utility_4h,3369,0.0
Battery_Utility_4h,3370,0.0
Battery_Utility_4h,3371,0.0
Battery_Utility_4h,3372,0.0
Battery_Utility_4h,3373,0.0
Battery_Utility_4h,3374,0.0
Battery_Utility_4h,3375,0.0
Battery_Utility_4h,3376,0.0
Battery_Utility_4h,3377,0.0
Battery_Utility_4h,3378,0.0
Battery_Utility_4h,3379,0.0
Battery_Utility_4h,3380,0.0
Battery_Utility_4h,3381,0.0
Battery_Utility_4h,3382,0.0
Battery_Utility_4h,3383,0.0
Battery_Utility_4h,3384,0.0
Battery_Utility_4h,3385,0.0
Battery_Utility_4h,3386,0.0
Battery_Utility_4h,3387,0.0
Battery_Utility_4h,3388,0.0
Battery_Utility_4h,3389,0.0
Battery_Utility_4h,3390,0.0
Battery_Utility_4h,3391,0.0
Battery_Utility_4h,3392,0.0
Battery_Utility_4h,3393,0.0
Battery_Utility_4h,3394,0.0
Battery_Utility_4h,3395,0.0
Battery_Utility_4h,3396,0.0
Battery_Utility_4h,3397,0.0
Battery_Utility_4h,3398,0.0
Battery_Utility_4h,3399,0.0
Battery_Utility_4h,3400,0.0
Battery_Utility_4h,3401,0.0
Battery_Utility_4h,3402,0.0
Battery_Utility_4h,3403,0.0
Battery_Utility_4h,3404,0.0
Battery_Utility_4h,3405,0.0
Battery_Utility_4h,3406,0.0
Battery_Utility_4h,3407,0.0
Battery_Utility_4h,3408,0.0
Battery_Utility_4h,3409,0.0
Battery_Utility_4h,3410,0.0
Battery_Utility_4h,3411,0.0
Battery_Utility_4h,3412,0.0
Battery_Utility_4h,3413,0.0
Battery_Utility_4h,3414,0.0
Battery_Utility_4h,3415,0.0
Battery_Utility_4h,3416,0.0
Battery_Utility_4h,3417,0.0
Battery_Utility_4h,3418,0.0
Battery_Utility_4h,3419,0.0
Battery_Utility_4h,3420,0.0
Battery_Utility_4h,3421,0.0
Battery_Utility_4h,3422,0.0
Battery_Utility_4h,3423,0.0
Battery_Utility_4h,3424,0.0
Battery_Utility_4h,3425,0.0
Battery_Utility_4h,3426,0.0
Battery_Utility_4h,3427,0.0
Battery_Utility_4h,3428,0.0
Battery_Utility_4h,3429,0.0
Battery_Utility_4h,3430,0.0
Battery_Utility_4h,3431,0.0
Battery_Utility_4h,3432,0.0
Battery_Utility_4h,3433,0.0
Battery_Utility_4h,3434,0.0
Battery_Utility_4h,3435,0.0
Battery_Utility_4h,3436,0.0
Battery_Utility_4h,3437,0.0
Battery_Utility_4h,3438,0.0
Battery_Utility_4h,3439,0.0
Battery_Utility_4h,3440,0.0
Battery_Utility_4h,3441,0.0
Battery_Utility_4h,3442,0.0
Battery_Utility_4h,3443,0.0
Battery_Utility_4h,3444,0.0
Battery_Utility_4h,3445,0.0
Battery_Utility_4h,3446,0.0
Battery_Utility_4h,3447,0.0
Battery_Utility_4h,3448,0.0
Battery_Utility_4h,3449,0.0
Battery_Utility_4h,3450,0.0
Battery_Utility_4h,3451,0.0
Battery_Utility_4h,3452,0.0
Battery_Utility_4h,3453,0.0
Battery_Utility_4h,3454,0.0
Battery_Utility_4h,3455,0.0
Battery_Utility_4h,3456,0.0
Battery_Utility_4h,3457,0.0
Battery_Utility_4h,3458,0.0
Battery_Utility_4h,3459,0.0
Battery_Utility_4h,3460,0.0
Battery_Utility_4h,3461,0.0
Battery_Utility_4h,3462,0.0
Battery_Utility_4h,3463,0.0
Battery_Utility_4h,3464,0.0
Battery_Utility_4h,3465,0.0
Battery_Utility_4h,3466,0.0
Battery_Utility_4h,3467,0.0
Battery_Utility_4h,3468,0.0
Battery_Utility_4h,3469,0.0
Battery_Utility_4h,3470,0.0
Battery_Utility_4h,3471,0.0
Battery_Utility_4h,3472,0.0
Battery_Utility_4h,3473,0.0
Battery_Utility_4h,3474,0.0
Battery_Utility_4h,3475,0.0
Battery_Utility_4h,3476,0.0
Battery_Utility_4h,3477,0.0
Battery_Utility_4h,3478,0.0
Battery_Utility_4h,3479,0.0
Battery_Utility_4h,3480,0.0
Battery_Utility_4h,3481,0.0
Battery_Utility_4h,3482,0.0
Battery_Utility_4h,3483,0.0
Battery_Utility_4h,3484,0.0
Battery_Utility_4h,3485,0.0
Battery_Utility_4h,3486,0.0
Battery_Utility_4h,3487,0.0
Battery_Utility_4h,3488,0.0
Battery_Utility_4h,3489,0.0
Battery_Utility_4h,3490,0.0
Battery_Utility_4h,3491,0.0
Battery_Utility_4h,3492,0.0
Battery_Utility_4h,3493,0.0
Battery_Utility_4h,3494,0.0
Battery_Utility_4h,3495,0.0
Battery_Utility_4h,3496,0.0
Battery_Utility_4h,3497,0.0
Battery_Utility_4h,3498,0.0
Battery_Utility_4h,3499,0.0
Battery_Utility_4h,3500,0.0
Battery_Utility_4h,3501,0.0
Battery_Utility_4h,3502,0.0
Battery_Utility_4h,3503,0.0
Battery_Utility_4h,3504,0.0
Battery_Utility_4h,3505,0.0
Battery_Utility_4h,3506,0.0
Battery_Utility_4h,3507,0.0
Battery_Utility_4h,3508,0.0
Battery_Utility_4h,3509,0.0
Battery_Utility_4h,3510,0.0
Battery_Utility_4h,3511,0.0
Battery_Utility_4h,3512,0.0
Battery_Utility_4h,3513,0.0
Battery_Utility_4h,3514,0.0
Battery_Utility_4h,3515,0.0
Battery_Utility_4h,3516,0.0
Battery_Utility_4h,3517,0.0
Battery_Utility_4h,3518,0.0
Battery_Utility_4h,3519,0.0
Battery_Utility_4h,3520,0.0
Battery_Utility_4h,3521,0.0
Battery_Utility_4h,3522,0.0
Battery_Utility_4h,3523,0.0
Battery_Utility_4h,3524,0.0
Battery_Utility_4h,3525,0.0
Battery_Utility_4h,3526,0.0
Battery_Utility_4h,3527,0.0
Battery_Utility_4h,3528,0.0
Battery_Utility_4h,3529,0.0
Battery_Utility_4h,3530,0.0
Battery_Utility_4h,3531,0.0
Battery_Utility_4h,3532,0.0
Battery_Utility_4h,3533,0.0
Battery_Utility_4h,3534,0.0
Battery_Utility_4h,3535,0.0
Battery_Utility_4h,3536,0.0
Battery_Utility_4h,3537,0.0
Battery_Utility_4h,3538,0.0
Battery_Utility_4h,3539,0.0
Battery_Utility_4h,3540,0.0
Battery_Utility_4h,3541,0.0
Battery_Utility_4h,3542,0.0
Battery_Utility_4h,3543,0.0
Battery_Utility_4h,3544,0.0
Battery_Utility_4h,3545,0.0
Battery_Utility_4h,3546,0.0
Battery_Utility_4h,3547,0.0
Battery_Utility_4h,3548,0.0
Battery_Utility_4h,3549,0.0
Battery_Utility_4h,3550,0.0
Battery_Utility_4h,3551,0.0
Battery_Utility_4h,3552,0.0
Battery_Utility_4h,3553,0.0
Battery_Utility_4h,3554,0.0
Battery_Utility_4h,3555,0.0
Battery_Utility_4h,3556,0.0
Battery_Utility_4h,3557,0.0
Battery_Utility_4h,3558,0.0
Battery_Utility_4h,3559,0.0
Battery_Utility_4h,3560,0.0
Battery_Utility_4h,3561,0.0
Battery_Utility_4h,3562,0.0
Battery_Utility_4h,3563,0.0
Battery_Utility_4h,3564,0.0
Battery_Utility_4h,3565,0.0
Battery_Utility_4h,3566,0.0
Battery_Utility_4h,3567,0.0
Battery_Utility_4h,3568,0.0
Battery_Utility_4h,3569,0.0
Battery_Utility_4h,3570,0.0
Battery_Utility_4h,3571,0.0
Battery_Utility_4h,3572,0.0
Battery_Utility_4h,3573,0.0
Battery_Utility_4h,3574,0.0
Battery_Utility_4h,3575,0.0
Battery_Utility_4h,3576,0.0
Battery_Utility_4h,3577,0.0
Battery_Utility_4h,3578,0.0
Battery_Utility_4h,3579,0.0
Battery_Utility_4h,3580,0.0
Battery_Utility_4h,3581,0.0
Battery_Utility_4h,3582,0.0
Battery_Utility_4h,3583,0.0
Battery_Utility_4h,3584,0.0
Battery_Utility_4h,3585,0.0
Battery_Utility_4h,3586,0.0
Battery_Utility_4h,3587,0.0
Battery_Utility_4h,3588,0.0
Battery_Utility_4h,3589,0.0
Battery_Utility_4h,3590,0.0
Battery_Utility_4h,3591,0.0
Battery_Utility_4h,3592,0.0
Battery_Utility_4h,3593,0.0
Battery_Utility_4h,3594,0.0
Battery_Utility_4h,3595,0.0
Battery_Utility_4h,3596,0.0
Battery_Utility_4h,3597,0.0
Battery_Utility_4h,3598,0.0
Battery_Utility_4h,3599,0.0
Battery_Utility_4h,3600,0.0
Battery_Utility_4h,3601,0.0
Battery_Utility_4h,3602,0.0
Battery_Utility_4h,3603,0.0
Battery_Utility_4h,3604,0.0
Battery_Utility_4h,3605,0.0
Battery_Utility_4h,3606,0.0
Battery_Utility_4h,3607,0.0
Battery_Utility_4h,3608,0.0
Battery_Utility_4h,3609,0.0
Battery_Utility_4h,3610,0.0
Battery_Utility_4h,3611,0.0
Battery_Utility_4h,3612,0.0
Battery_Utility_4h,3613,0.0
Battery_Utility_4h,3614,0.0
Battery_Utility_4h,3615,0.0
Battery_Utility_4h,3616,0.0
Battery_Utility_4h,3617,0.0
Battery_Utility_4h,3618,0.0
Battery_Utility_4h,3619,0.0
Battery_Utility_4h,3620,0.0
Battery_Utility_4h,3621,0.0
Battery_Utility_4h,3622,0.0
Battery_Utility_4h,3623,0.0
Battery_Utility_4h,3624,0.0
Battery_Utility_4h,3625,0.0
Battery_Utility_4h,3626,0.0
Battery_Utility_4h,3627,0.0
Battery_Utility_4h,3628,0.0
Battery_Utility_4h,3629,0.0
Battery_Utility_4h,3630,0.0
Battery_Utility_4h,3631,0.0
Battery_Utility_4h,3632,0.0
Battery_Utility_4h,3633,0.0
Battery_Utility_4h,3634,0.0
Battery_Utility_4h,3635,0.0
Battery_Utility_4h,3636,0.0
Battery_Utility_4h,3637,0.0
Battery_Utility_4h,3638,0.0
Battery_Utility_4h,3639,0.0
Battery_Utility_4h,3640,0.0
Battery_Utility_4h,3641,0.0
Battery_Utility_4h,3642,0.0
Battery_Utility_4h,3643,0.0
Battery_Utility_4h,3644,0.0
Battery_Utility_4h,3645,0.0
Battery_Utility_4h,3646,0.0
Battery_Utility_4h,3647,0.0
Battery_Utility_4h,3648,0.0
Battery_Utility_4h,3649,0.0
Battery_Utility_4h,3650,0.0
Battery_Utility_4h,3651,0.0
Battery_Utility_4h,3652,0.0
Battery_Utility_4h,3653,0.0
Battery_Utility_4h,3654,0.0
Battery_Utility_4h,3655,0.0
Battery_Utility_4h,3656,0.0
Battery_Utility_4h,3657,0.0
Battery_Utility_4h,3658,0.0
Battery_Utility_4h,3659,0.0
Battery_Utility_4h,3660,0.0
Battery_Utility_4h,3661,0.0
Battery_Utility_4h,3662,0.0
Battery_Utility_4h,3663,0.0
Battery_Utility_4h,3664,0.0
Battery_Utility_4h,3665,0.0
Battery_Utility_4h,3666,0.0
Battery_Utility_4h,3667,0.0
Battery_Utility_4h,3668,0.0
Battery_Utility_4h,3669,0.0
Battery_Utility_4h,3670,0.0
Battery_Utility_4h,3671,0.0
Battery_Utility_4h,3672,0.0
Battery_Utility_4h,3673,0.0
Battery_Utility_4h,3674,0.0
Battery_Utility_4h,3675,0.0
Battery_Utility_4h,3676,0.0
Battery_Utility_4h,3677,0.0
Battery_Utility_4h,3678,0.0
Battery_Utility_4h,3679,0.0
Battery_Utility_4h,3680,0.0
Battery_Utility_4h,3681,0.0
Battery_Utility_4h,3682,0.0
Battery_Utility_4h,3683,0.0
Battery_Utility_4h,3684,0.0
Battery_Utility_4h,3685,0.0
Battery_Utility_4h,3686,0.0
Battery_Utility_4h,3687,0.0
Battery_Utility_4h,3688,0.0
Battery_Utility_4h,3689,0.0
Battery_Utility_4h,3690,0.0
Battery_Utility_4h,3691,0.0
Battery_Utility_4h,3692,0.0
Battery_Utility_4h,3693,0.0
Battery_Utility_4h,3694,0.0
Battery_Utility_4h,3695,0.0
Battery_Utility_4h,3696,0.0
Battery_Utility_4h,3697,0.0
Battery_Utility_4h,3698,0.0
Battery_Utility_4h,3699,0.0
Battery_Utility_4h,3700,0.0
Battery_Utility_4h,3701,0.0
Battery_Utility_4h,3702,0.0
Battery_Utility_4h,3703,0.0
Battery_Utility_4h,3704,0.0
Battery_Utility_4h,3705,0.0
Battery_Utility_4h,3706,0.0
Battery_Utility_4h,3707,0.0
Battery_Utility_4h,3708,0.0
Battery_Utility_4h,3709,0.0
Battery_Utility_4h,3710,0.0
Battery_Utility_4h,3711,0.0
Battery_Utility_4h,3712,0.0
Battery_Utility_4h,3713,0.0
Battery_Utility_4h,3714,0.0
Battery_Utility_4h,3715,0.0
Battery_Utility_4h,3716,0.0
Battery_Utility_4h,3717,0.0
Battery_Utility_4h,3718,0.0
Battery_Utility_4h,3719,0.0
Battery_Utility_4h,3720,0.0
Battery_Utility_4h,3721,0.0
Battery_Utility_4h,3722,0.0
Battery_Utility_4h,3723,0.0
Battery_Utility_4h,3724,0.0
Battery_Utility_4h,3725,0.0
Battery_Utility_4h,3726,0.0
Battery_Utility_4h,3727,0.0
Battery_Utility_4h,3728,0.0
Battery_Utility_4h,3729,0.0
Battery_Utility_4h,3730,0.0
Battery_Utility_4h,3731,0.0
Battery_Utility_4h,3732,0.0
Battery_Utility_4h,3733,0.0
Battery_Utility_4h,3734,0.0
Battery_Utility_4h,3735,0.0
Battery_Utility_4h,3736,0.0
Battery_Utility_4h,3737,0.0
Battery_Utility_4h,3738,0.0
Battery_Utility_4h,3739,0.0
Battery_Utility_4h,3740,0.0
Battery_Utility_4h,3741,0.0
Battery_Utility_4h,3742,0.0
Battery_Utility_4h,3743,0.0
Battery_Utility_4h,3744,0.0
Battery_Utility_4h,3745,0.0
Battery_Utility_4h,3746,0.0
Battery_Utility_4h,3747,0.0
Battery_Utility_4h,3748,0.0
Battery_Utility_4h,3749,0.0
Battery_Utility_4h,3750,0.0
Battery_Utility_4h,3751,0.0
Battery_Utility_4h,3752,0.0
Battery_Utility_4h,3753,0.0
Battery_Utility_4h,3754,0.0
Battery_Utility_4h,3755,0.0
Battery_Utility_4h,3756,0.0
Battery_Utility_4h,3757,0.0
Battery_Utility_4h,3758,0.0
Battery_Utility_4h,3759,0.0
Battery_Utility_4h,3760,0.0
Battery_Utility_4h,3761,0.0
Battery_Utility_4h,3762,0.0
Battery_Utility_4h,3763,0.0
Battery_Utility_4h,3764,0.0
Battery_Utility_4h,3765,0.0
Battery_Utility_4h,3766,0.0
Battery_Utility_4h,3767,0.0
Battery_Utility_4h,3768,0.0
Battery_Utility_4h,3769,0.0
Battery_Utility_4h,3770,0.0
Battery_Utility_4h,3771,0.0
Battery_Utility_4h,3772,0.0
Battery_Utility_4h,3773,0.0
Battery_Utility_4h,3774,0.0
Battery_Utility_4h,3775,0.0
Battery_Utility_4h,3776,0.0
Battery_Utility_4h,3777,0.0
Battery_Utility_4h,3778,0.0
Battery_Utility_4h,3779,0.0
Battery_Utility_4h,3780,0.0
Battery_Utility_4h,3781,0.0
Battery_Utility_4h,3782,0.0
Battery_Utility_4h,3783,0.0
Battery_Utility_4h,3784,0.0
Battery_Utility_4h,3785,0.0
Battery_Utility_4h,3786,0.0
Battery_Utility_4h,3787,0.0
Battery_Utility_4h,3788,0.0
Battery_Utility_4h,3789,0.0
Battery_Utility_4h,3790,0.0
Battery_Utility_4h,3791,0.0
Battery_Utility_4h,3792,0.0
Battery_Utility_4h,3793,0.0
Battery_Utility_4h,3794,0.0
Battery_Utility_4h,3795,0.0
Battery_Utility_4h,3796,0.0
Battery_Utility_4h,3797,0.0
Battery_Utility_4h,3798,0.0
Battery_Utility_4h,3799,0.0
Battery_Utility_4h,3800,0.0
Battery_Utility_4h,3801,0.0
Battery_Utility_4h,3802,0.0
Battery_Utility_4h,3803,0.0
Battery_Utility_4h,3804,0.0
Battery_Utility_4h,3805,0.0
Battery_Utility_4h,3806,0.0
Battery_Utility_4h,3807,0.0
Battery_Utility_4h,3808,0.0
Battery_Utility_4h,3809,0.0
Battery_Utility_4h,3810,0.0
Battery_Utility_4h,3811,0.0
Battery_Utility_4h,3812,0.0
Battery_Utility_4h,3813,0.0
Battery_Utility_4h,3814,0.0
Battery_Utility_4h,3815,0.0
Battery_Utility_4h,3816,0.0
Battery_Utility_4h,3817,0.0
Battery_Utility_4h,3818,0.0
Battery_Utility_4h,3819,0.0
Battery_Utility_4h,3820,0.0
Battery_Utility_4h,3821,0.0
Battery_Utility_4h,3822,0.0
Battery_Utility_4h,3823,0.0
Battery_Utility_4h,3824,0.0
Battery_Utility_4h,3825,0.0
Battery_Utility_4h,3826,0.0
Battery_Utility_4h,3827,0.0
Battery_Utility_4h,3828,0.0
Battery_Utility_4h,3829,0.0
Battery_Utility_4h,3830,0.0
Battery_Utility_4h,3831,0.0
Battery_Utility_4h,3832,0.0
Battery_Utility_4h,3833,0.0
Battery_Utility_4h,3834,0.0
Battery_Utility_4h,3835,0.0
Battery_Utility_4h,3836,0.0
Battery_Utility_4h,3837,0.0
Battery_Utility_4h,3838,0.0
Battery_Utility_4h,3839,0.0
Battery_Utility_4h,3840,0.0
Battery_Utility_4h,3841,0.0
Battery_Utility_4h,3842,0.0
Battery_Utility_4h,3843,0.0
Battery_Utility_4h,3844,0.0
Battery_Utility_4h,3845,0.0
Battery_Utility_4h,3846,0.0
Battery_Utility_4h,3847,0.0
Battery_Utility_4h,3848,0.0
Battery_Utility_4h,3849,0.0
Battery_Utility_4h,3850,0.0
Battery_Utility_4h,3851,0.0
Battery_Utility_4h,3852,0.0
Battery_Utility_4h,3853,0.0
Battery_Utility_4h,3854,0.0
Battery_Utility_4h,3855,0.0
Battery_Utility_4h,3856,0.0
Battery_Utility_4h,3857,0.0
Battery_Utility_4h,3858,0.0
Battery_Utility_4h,3859,0.0
Battery_Utility_4h,3860,0.0
Battery_Utility_4h,3861,0.0
Battery_Utility_4h,3862,0.0
Battery_Utility_4h,3863,0.0
Battery_Utility_4h,3864,0.0
Battery_Utility_4h,3865,0.0
Battery_Utility_4h,3866,0.0
Battery_Utility_4h,3867,0.0
Battery_Utility_4h,3868,0.0
Battery_Utility_4h,3869,0.0
Battery_Utility_4h,3870,0.0
Battery_Utility_4h,3871,0.0
Battery_Utility_4h,3872,0.0
Battery_Utility_4h,3873,0.0
Battery_Utility_4h,3874,0.0
Battery_Utility_4h,3875,0.0
Battery_Utility_4h,3876,0.0
Battery_Utility_4h,3877,0.0
Battery_Utility_4h,3878,0.0
Battery_Utility_4h,3879,0.0
Battery_Utility_4h,3880,0.0
Battery_Utility_4h,3881,0.0
Battery_Utility_4h,3882,0.0
Battery_Utility_4h,3883,0.0
Battery_Utility_4h,3884,0.0
Battery_Utility_4h,3885,0.0
Battery_Utility_4h,3886,0.0
Battery_Utility_4h,3887,0.0
Battery_Utility_4h,3888,0.0
Battery_Utility_4h,3889,0.0
Battery_Utility_4h,3890,0.0
Battery_Utility_4h,3891,0.0
Battery_Utility_4h,3892,0.0
Battery_Utility_4h,3893,0.0
Battery_Utility_4h,3894,0.0
Battery_Utility_4h,3895,0.0
Battery_Utility_4h,3896,0.0
Battery_Utility_4h,3897,0.0
Battery_Utility_4h,3898,0.0
Battery_Utility_4h,3899,0.0
Battery_Utility_4h,3900,0.0
Battery_Utility_4h,3901,0.0
Battery_Utility_4h,3902,0.0
Battery_Utility_4h,3903,0.0
Battery_Utility_4h,3904,0.0
Battery_Utility_4h,3905,0.0
Battery_Utility_4h,3906,0.0
Battery_Utility_4h,3907,0.0
Battery_Utility_4h,3908,0.0
Battery_Utility_4h,3909,0.0
Battery_Utility_4h,3910,0.0
Battery_Utility_4h,3911,0.0
Battery_Utility_4h,3912,0.0
Battery_Utility_4h,3913,0.0
Battery_Utility_4h,3914,0.0
Battery_Utility_4h,3915,0.0
Battery_Utility_4h,3916,0.0
Battery_Utility_4h,3917,0.0
Battery_Utility_4h,3918,0.0
Battery_Utility_4h,3919,0.0
Battery_Utility_4h,3920,0.0
Battery_Utility_4h,3921,0.0
Battery_Utility_4h,3922,0.0
Battery_Utility_4h,3923,0.0
Battery_Utility_4h,3924,0.0
Battery_Utility_4h,3925,0.0
Battery_Utility_4h,3926,0.0
Battery_Utility_4h,3927,0.0
Battery_Utility_4h,3928,0.0
Battery_Utility_4h,3929,0.0
Battery_Utility_4h,3930,0.0
Battery_Utility_4h,3931,0.0
Battery_Utility_4h,3932,0.0
Battery_Utility_4h,3933,0.0
Battery_Utility_4h,3934,0.0
Battery_Utility_4h,3935,0.0
Battery_Utility_4h,3936,0.0
Battery_Utility_4h,3937,0.0
Battery_Utility_4h,3938,0.0
Battery_Utility_4h,3939,0.0
Battery_Utility_4h,3940,0.0
Battery_Utility_4h,3941,0.0
Battery_Utility_4h,3942,0.0
Battery_Utility_4h,3943,0.0
Battery_Utility_4h,3944,0.0
Battery_Utility_4h,3945,0.0
Battery_Utility_4h,3946,0.0
Battery_Utility_4h,3947,0.0
Battery_Utility_4h,3948,0.0
Battery_Utility_4h,3949,0.0
Battery_Utility_4h,3950,0.0
Battery_Utility_4h,3951,0.0
Battery_Utility_4h,3952,0.0
Battery_Utility_4h,3953,0.0
Battery_Utility_4h,3954,0.0
Battery_Utility_4h,3955,0.0
Battery_Utility_4h,3956,0.0
Battery_Utility_4h,3957,0.0
Battery_Utility_4h,3958,0.0
Battery_Utility_4h,3959,0.0
Battery_Utility_4h,3960,0.0
Battery_Utility_4h,3961,0.0
Battery_Utility_4h,3962,0.0
Battery_Utility_4h,3963,0.0
Battery_Utility_4h,3964,0.0
Battery_Utility_4h,3965,0.0
Battery_Utility_4h,3966,0.0
Battery_Utility_4h,3967,0.0
Battery_Utility_4h,3968,0.0
Battery_Utility_4h,3969,0.0
Battery_Utility_4h,3970,0.0
Battery_Utility_4h,3971,0.0
Battery_Utility_4h,3972,0.0
Battery_Utility_4h,3973,0.0
Battery_Utility_4h,3974,0.0
Battery_Utility_4h,3975,0.0
Battery_Utility_4h,3976,0.0
Battery_Utility_4h,3977,0.0
Battery_Utility_4h,3978,0.0
Battery_Utility_4h,3979,0.0
Battery_Utility_4h,3980,0.0
Battery_Utility_4h,3981,0.0
Battery_Utility_4h,3982,0.0
Battery_Utility_4h,3983,0.0
Battery_Utility_4h,3984,0.0
Battery_Utility_4h,3985,0.0
Battery_Utility_4h,3986,0.0
Battery_Utility_4h,3987,0.0
Battery_Utility_4h,3988,0.0
Battery_Utility_4h,3989,0.0
Battery_Utility_4h,3990,0.0
Battery_Utility_4h,3991,0.0
Battery_Utility_4h,3992,0.0
Battery_Utility_4h,3993,0.0
Battery_Utility_4h,3994,0.0
Battery_Utility_4h,3995,0.0
Battery_Utility_4h,3996,0.0
Battery_Utility_4h,3997,0.0
Battery_Utility_4h,3998,0.0
Battery_Utility_4h,3999,0.0
Battery_Utility_4h,4000,0.0
Battery_Utility_4h,4001,0.0
Battery_Utility_4h,4002,0.0
Battery_Utility_4h,4003,0.0
Battery_Utility_4h,4004,0.0
Battery_Utility_4h,4005,0.0
Battery_Utility_4h,4006,0.0
Battery_Utility_4h,4007,0.0
Battery_Utility_4h,4008,0.0
Battery_Utility_4h,4009,0.0
Battery_Utility_4h,4010,0.0
Battery_Utility_4h,4011,0.0
Battery_Utility_4h,4012,0.0
Battery_Utility_4h,4013,0.0
Battery_Utility_4h,4014,0.0
Battery_Utility_4h,4015,0.0
Battery_Utility_4h,4016,0.0
Battery_Utility_4h,4017,0.0
Battery_Utility_4h,4018,0.0
Battery_Utility_4h,4019,0.0
Battery_Utility_4h,4020,0.0
Battery_Utility_4h,4021,0.0
Battery_Utility_4h,4022,0.0
Battery_Utility_4h,4023,0.0
Battery_Utility_4h,4024,0.0
Battery_Utility_4h,4025,0.0
Battery_Utility_4h,4026,0.0
Battery_Utility_4h,4027,0.0
Battery_Utility_4h,4028,0.0
Battery_Utility_4h,4029,0.0
Battery_Utility_4h,4030,0.0
Battery_Utility_4h,4031,0.0
Battery_Utility_4h,4032,0.0
Battery_Utility_4h,4033,0.0
Battery_Utility_4h,4034,0.0
Battery_Utility_4h,4035,0.0
Battery_Utility_4h,4036,0.0
Battery_Utility_4h,4037,0.0
Battery_Utility_4h,4038,0.0
Battery_Utility_4h,4039,0.0
Battery_Utility_4h,4040,0.0
Battery_Utility_4h,4041,0.0
Battery_Utility_4h,4042,0.0
Battery_Utility_4h,4043,0.0
Battery_Utility_4h,4044,0.0
Battery_Utility_4h,4045,0.0
Battery_Utility_4h,4046,0.0
Battery_Utility_4h,4047,0.0
Battery_Utility_4h,4048,0.0
Battery_Utility_4h,4049,0.0
Battery_Utility_4h,4050,0.0
Battery_Utility_4h,4051,0.0
Battery_Utility_4h,4052,0.0
Battery_Utility_4h,4053,0.0
Battery_Utility_4h,4054,0.0
Battery_Utility_4h,4055,0.0
Battery_Utility_4h,4056,0.0
Battery_Utility_4h,4057,0.0
Battery_Utility_4h,4058,0.0
Battery_Utility_4h,4059,0.0
Battery_Utility_4h,4060,0.0
Battery_Utility_4h,4061,0.0
Battery_Utility_4h,4062,0.0
Battery_Utility_4h,4063,0.0
Battery_Utility_4h,4064,0.0
Battery_Utility_4h,4065,0.0
Battery_Utility_4h,4066,0.0
Battery_Utility_4h,4067,0.0
Battery_Utility_4h,4068,0.0
Battery_Utility_4h,4069,0.0
Battery_Utility_4h,4070,0.0
Battery_Utility_4h,4071,0.0
Battery_Utility_4h,4072,0.0
Battery_Utility_4h,4073,0.0
Battery_Utility_4h,4074,0.0
Battery_Utility_4h,4075,0.0
Battery_Utility_4h,4076,0.0
Battery_Utility_4h,4077,0.0
Battery_Utility_4h,4078,0.0
Battery_Utility_4h,4079,0.0
Battery_Utility_4h,4080,0.0
Battery_Utility_4h,4081,0.0
Battery_Utility_4h,4082,0.0
Battery_Utility_4h,4083,0.0
Battery_Utility_4h,4084,0.0
Battery_Utility_4h,4085,0.0
Battery_Utility_4h,4086,0.0
Battery_Utility_4h,4087,0.0
Battery_Utility_4h,4088,0.0
Battery_Utility_4h,4089,0.0
Battery_Utility_4h,4090,0.0
Battery_Utility_4h,4091,0.0
Battery_Utility_4h,4092,0.0
Battery_Utility_4h,4093,0.0
Battery_Utility_4h,4094,0.0
Battery_Utility_4h,4095,0.0
Battery_Utility_4h,4096,0.0
Battery_Utility_4h,4097,0.0
Battery_Utility_4h,4098,0.0
Battery_Utility_4h,4099,0.0
Battery_Utility_4h,4100,0.0
Battery_Utility_4h,4101,0.0
Battery_Utility_4h,4102,0.0
Battery_Utility_4h,4103,0.0
Battery_Utility_4h,4104,0.0
Battery_Utility_4h,4105,0.0
Battery_Utility_4h,4106,0.0
Battery_Utility_4h,4107,0.0
Battery_Utility_4h,4108,0.0
Battery_Utility_4h,4109,0.0
Battery_Utility_4h,4110,0.0
Battery_Utility_4h,4111,0.0
Battery_Utility_4h,4112,0.0
Battery_Utility_4h,4113,0.0
Battery_Utility_4h,4114,0.0
Battery_Utility_4h,4115,0.0
Battery_Utility_4h,4116,0.0
Battery_Utility_4h,4117,0.0
Battery_Utility_4h,4118,0.0
Battery_Utility_4h,4119,0.0
Battery_Utility_4h,4120,0.0
Battery_Utility_4h,4121,0.0
