STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,ChargeStorage
Battery_Utility_1h,369,0.0
Battery_Utility_1h,370,0.0
Battery_Utility_1h,371,0.0
Battery_Utility_1h,372,0.0
Battery_Utility_1h,373,0.0
Battery_Utility_1h,374,0.0
Battery_Utility_1h,375,0.0
Battery_Utility_1h,376,0.0
Battery_Utility_1h,377,0.0
Battery_Utility_1h,378,0.0
Battery_Utility_1h,379,0.0
Battery_Utility_1h,380,0.0
Battery_Utility_1h,381,0.0
Battery_Utility_1h,382,0.0
Battery_Utility_1h,383,0.0
Battery_Utility_1h,384,0.0
Battery_Utility_1h,385,0.0
Battery_Utility_1h,386,0.0
Battery_Utility_1h,387,0.0
Battery_Utility_1h,388,0.0
Battery_Utility_1h,389,0.0
Battery_Utility_1h,390,0.0
Battery_Utility_1h,391,0.0
Battery_Utility_1h,392,0.0
Battery_Utility_1h,393,0.0
Battery_Utility_1h,394,0.0
Battery_Utility_1h,395,0.0
Battery_Utility_1h,396,0.0
Battery_Utility_1h,397,0.0
Battery_Utility_1h,398,0.0
Battery_Utility_1h,399,0.0
Battery_Utility_1h,400,0.0
Battery_Utility_1h,401,0.0
Battery_Utility_1h,402,0.0
Battery_Utility_1h,403,0.0
Battery_Utility_1h,404,0.0
Battery_Utility_1h,405,0.0
Battery_Utility_1h,406,0.0
Battery_Utility_1h,407,0.0
Battery_Utility_1h,408,0.0
Battery_Utility_1h,409,0.0
Battery_Utility_1h,410,0.0
Battery_Utility_1h,411,0.0
Battery_Utility_1h,412,0.0
Battery_Utility_1h,413,0.0
Battery_Utility_1h,414,0.0
Battery_Utility_1h,415,0.0
Battery_Utility_1h,416,0.0
Battery_Utility_1h,417,0.0
Battery_Utility_1h,418,0.0
Battery_Utility_1h,419,0.0
Battery_Utility_1h,420,0.0
Battery_Utility_1h,421,0.0
Battery_Utility_1h,422,0.0
Battery_Utility_1h,423,0.0
Battery_Utility_1h,424,0.0
Battery_Utility_1h,425,0.0
Battery_Utility_1h,426,0.0
Battery_Utility_1h,427,0.0
Battery_Utility_1h,428,0.0
Battery_Utility_1h,429,0.0
Battery_Utility_1h,430,0.0
Battery_Utility_1h,431,0.0
Battery_Utility_1h,432,0.0
Battery_Utility_1h,433,0.0
Battery_Utility_1h,434,0.0
Battery_Utility_1h,435,0.0
Battery_Utility_1h,436,0.0
Battery_Utility_1h,437,0.0
Battery_Utility_1h,438,0.0
Battery_Utility_1h,439,0.0
Battery_Utility_1h,440,0.0
Battery_Utility_1h,441,0.0
Battery_Utility_1h,442,0.0
Battery_Utility_1h,443,0.0
Battery_Utility_1h,444,0.0
Battery_Utility_1h,445,0.0
Battery_Utility_1h,446,0.0
Battery_Utility_1h,447,0.0
Battery_Utility_1h,448,0.0
Battery_Utility_1h,449,0.0
Battery_Utility_1h,450,0.0
Battery_Utility_1h,451,0.0
Battery_Utility_1h,452,0.0
Battery_Utility_1h,453,0.0
Battery_Utility_1h,454,0.0
Battery_Utility_1h,455,0.0
Battery_Utility_1h,456,0.0
Battery_Utility_1h,457,0.0
Battery_Utility_1h,458,0.0
Battery_Utility_1h,459,0.0
Battery_Utility_1h,460,0.0
Battery_Utility_1h,461,0.0
Battery_Utility_1h,462,0.0
Battery_Utility_1h,463,0.0
Battery_Utility_1h,464,0.0
Battery_Utility_1h,465,0.0
Battery_Utility_1h,466,0.0
Battery_Utility_1h,467,0.0
Battery_Utility_1h,468,0.0
Battery_Utility_1h,469,0.0
Battery_Utility_1h,470,0.0
Battery_Utility_1h,471,0.0
Battery_Utility_1h,472,0.0
Battery_Utility_1h,473,0.0
Battery_Utility_1h,474,0.0
Battery_Utility_1h,475,0.0
Battery_Utility_1h,476,0.0
Battery_Utility_1h,477,0.0
Battery_Utility_1h,478,0.0
Battery_Utility_1h,479,0.0
Battery_Utility_1h,480,0.0
Battery_Utility_1h,481,0.0
Battery_Utility_1h,482,0.0
Battery_Utility_1h,483,0.0
Battery_Utility_1h,484,0.0
Battery_Utility_1h,485,0.0
Battery_Utility_1h,486,0.0
Battery_Utility_1h,487,0.0
Battery_Utility_1h,488,0.0
