PERIOD,RPSFuelEnergyGWh,RPSNonFuelEnergyGWh,TotalGenerationInPeriodGWh,RPSGenFraction,TotalSalesInPeriodGWh,RPSSalesFraction
2030,0,438.112,576.19,0.760361,562883,0.778336
