LOAD_ZONE,TIMEPOINT,zone_demand_mw
Menorca,1014,35.80
Menorca,1015,44.49
Menorca,1016,51.14
Menorca,1017,55.67
Menorca,1018,57.34
Menorca,1019,57.14
Menorca,1020,56.47
Menorca,1021,54.17
Menorca,1022,51.09
Menorca,1023,48.57
Menorca,1024,48.06
Menorca,1025,48.84
Menorca,1026,50.26
Menorca,1027,55.36
Menorca,1028,56.17
Menorca,1029,52.86
Menorca,1030,46.46
Menorca,1031,40.47
Menorca,1032,36.03
Menorca,1033,32.10
Menorca,1034,29.64
Menorca,1035,28.26
Menorca,1036,27.63
Menorca,1037,27.63
Menorca,1038,29.24
Menorca,1039,33.64
Menorca,1040,39.90
Menorca,1041,46.20
Menorca,1042,49.34
Menorca,1043,50.17
Menorca,1044,49.26
Menorca,1045,47.76
Menorca,1046,46.90
Menorca,1047,44.36
Menorca,1048,42.64
Menorca,1049,42.34
Menorca,1050,43.66
Menorca,1051,47.79
Menorca,1052,48.46
Menorca,1053,47.81
Menorca,1054,44.44
Menorca,1055,39.39
Menorca,1056,34.89
Menorca,1057,30.69
Menorca,1058,27.96
Menorca,1059,26.60
Menorca,1060,26.01
Menorca,1061,25.90
Menorca,1062,27.06
Menorca,1063,32.00
Menorca,1064,39.96
Menorca,1065,45.97
Menorca,1066,49.07
Menorca,1067,50.09
Menorca,1068,49.37
Menorca,1069,48.34
Menorca,1070,47.44
Menorca,1071,44.84
Menorca,1072,43.23
Menorca,1073,42.91
Menorca,1074,44.71
Menorca,1075,48.26
Menorca,1076,49.26
Menorca,1077,49.76
Menorca,1078,46.31
Menorca,1079,40.63
Menorca,1080,35.04
Menorca,1081,34.23
Menorca,1082,30.61
Menorca,1083,28.87
Menorca,1084,27.91
Menorca,1085,27.63
Menorca,1086,29.19
Menorca,1087,34.84
Menorca,1088,44.16
Menorca,1089,50.96
Menorca,1090,54.27
Menorca,1091,55.51
Menorca,1092,54.96
Menorca,1093,53.73
Menorca,1094,52.84
Menorca,1095,50.97
Menorca,1096,50.09
Menorca,1097,49.84
Menorca,1098,52.17
Menorca,1099,55.69
Menorca,1100,56.91
Menorca,1101,57.63
Menorca,1102,54.50
Menorca,1103,47.76
Menorca,1104,40.63
Menorca,1105,35.61
Menorca,1106,31.74
Menorca,1107,29.69
Menorca,1108,28.40
Menorca,1109,28.33
Menorca,1110,29.79
Menorca,1111,35.91
Menorca,1112,45.93
Menorca,1113,52.16
Menorca,1114,54.81
Menorca,1115,55.51
Menorca,1116,54.53
Menorca,1117,52.73
Menorca,1118,51.51
Menorca,1119,50.09
Menorca,1120,49.11
Menorca,1121,49.54
Menorca,1122,52.41
Menorca,1123,56.03
Menorca,1124,57.50
Menorca,1125,58.47
Menorca,1126,55.59
Menorca,1127,48.94
Menorca,1128,41.46
Menorca,1129,33.56
Menorca,1130,30.29
Menorca,1131,28.16
Menorca,1132,27.36
Menorca,1133,27.31
Menorca,1134,28.76
Menorca,1135,34.67
Menorca,1136,44.11
Menorca,1137,49.71
Menorca,1138,51.81
Menorca,1139,51.97
Menorca,1140,50.16
Menorca,1141,48.50
Menorca,1142,47.61
Menorca,1143,45.50
Menorca,1144,44.06
Menorca,1145,44.29
Menorca,1146,48.04
Menorca,1147,51.53
Menorca,1148,53.10
Menorca,1149,54.03
Menorca,1150,51.03
Menorca,1151,45.06
Menorca,1152,38.56
Menorca,1153,34.67
Menorca,1154,31.29
Menorca,1155,29.04
Menorca,1156,28.01
Menorca,1157,27.81
Menorca,1158,29.31
Menorca,1159,34.23
Menorca,1160,42.91
Menorca,1161,49.14
Menorca,1162,52.36
Menorca,1163,53.49
Menorca,1164,52.11
Menorca,1165,50.51
Menorca,1166,49.51
Menorca,1167,48.07
Menorca,1168,46.77
Menorca,1169,46.46
Menorca,1170,49.87
Menorca,1171,53.30
Menorca,1172,54.59
Menorca,1173,55.66
Menorca,1174,53.11
Menorca,1175,47.21
Menorca,1176,40.23
Menorca,1177,35.13
Menorca,1178,31.39
Menorca,1179,29.19
Menorca,1180,28.33
Menorca,1181,28.20
Menorca,1182,29.69
Menorca,1183,35.63
Menorca,1184,46.21
Menorca,1185,52.29
Menorca,1186,54.73
Menorca,1187,55.11
Menorca,1188,53.59
Menorca,1189,51.66
Menorca,1190,50.19
Menorca,1191,48.53
Menorca,1192,47.66
Menorca,1193,48.37
Menorca,1194,51.76
Menorca,1195,54.96
Menorca,1196,56.46
Menorca,1197,57.26
Menorca,1198,54.41
Menorca,1199,48.23
Menorca,1200,40.93
Menorca,1201,33.43
Menorca,1202,30.13
Menorca,1203,28.16
Menorca,1204,27.24
Menorca,1205,26.91
Menorca,1206,28.36
Menorca,1207,33.79
Menorca,1208,43.37
Menorca,1209,48.84
Menorca,1210,51.64
Menorca,1211,52.30
Menorca,1212,50.87
Menorca,1213,49.29
Menorca,1214,48.04
Menorca,1215,45.97
Menorca,1216,44.71
Menorca,1217,45.01
Menorca,1218,48.23
Menorca,1219,51.14
Menorca,1220,51.94
Menorca,1221,52.53
Menorca,1222,49.87
Menorca,1223,44.34
Menorca,1224,38.64
Menorca,1225,33.97
Menorca,1226,30.60
Menorca,1227,28.53
Menorca,1228,27.21
Menorca,1229,27.06
Menorca,1230,27.93
Menorca,1231,31.27
Menorca,1232,36.53
Menorca,1233,41.43
Menorca,1234,46.77
Menorca,1235,48.79
Menorca,1236,47.67
Menorca,1237,45.81
